Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDE05,OUT035,2571.2530199999997
FDM13,OUT027,3176.39864
FDC34,OUT027,3908.7120600000003
NCI55,OUT018,1421.54958
NCE43,OUT018,2700.08532
FDW58,OUT018,1242.0499000000002
FDG60,OUT045,3853.18434
FDV31,OUT017,2519.7866799999997
FDR47,OUT013,3156.2249
FDM60,OUT019,332.9
NCF06,OUT018,4129.89082
NCN26,OUT027,2628.64498
FDQ59,OUT049,1151.834
FDF09,OUT046,756.21564
NCS06,OUT017,3710.10392
FDT44,OUT046,1666.1645
FDI19,OUT017,3740.3312399999995
FDT22,OUT017,1065.9458
NCF54,OUT027,5191.708659999999
DRG25,OUT045,2881.9152999999997
FDB59,OUT017,3434.9287799999997
FDQ37,OUT017,3055.5559399999997
FDP56,OUT035,768.6661
FDW44,OUT035,2286.09088
FDJ26,OUT010,1770.8948400000002
FDU43,OUT018,3380.66608
FDW33,OUT045,1332.79844
NCX53,OUT027,4062.3121199999996
FDN56,OUT010,2031.4889600000001
DRF15,OUT049,1195.37732
FDO33,OUT017,1928.22338
FDZ39,OUT010,1494.12178
NCJ19,OUT017,859.94728
FDU01,OUT035,4251.06642
FDT12,OUT035,2801.28692
NCM18,OUT018,874.92778
FDP19,OUT017,2410.06284
NCR42,OUT049,490.42828
FDN10,OUT046,2189.2169799999997
FDG44,OUT017,675.05462
FDQ10,OUT046,2528.24234
DRH13,OUT049,1157.22698
FDT52,OUT013,4298.338220000001
FDM56,OUT045,1958.2509599999998
NCO43,OUT010,2015.4431800000002
NCV29,OUT035,3861.7731599999997
NCF06,OUT013,5191.2426000000005
FDO50,OUT035,1235.19216
FDT59,OUT013,3766.29744
FDX40,OUT027,888.64326
FDE50,OUT017,3136.38406
FDX51,OUT017,3261.0884
NCD30,OUT018,1594.3246800000002
FDK15,OUT013,1967.9716399999998
FDL12,OUT045,949.69712
FDK46,OUT017,3298.3066200000003
DRH49,OUT010,1173.67224
FDQ57,OUT046,2839.7035800000003
FDY59,OUT017,1561.1678399999998
FDO09,OUT018,3647.78504
NCG30,OUT035,1762.5723400000002
FDM09,OUT017,2284.3597999999997
NCN17,OUT027,3007.4186
NCS42,OUT013,1453.90746
FDD02,OUT019,732.11368
FDE34,OUT013,3657.03966
FDU38,OUT045,3190.38044
FDB33,OUT046,2293.681
NCJ29,OUT017,1353.5714
FDZ27,OUT035,656.21248
FDI40,OUT013,2125.6330800000005
FDG22,OUT013,655.54668
FDT51,OUT017,1427.4752
FDF20,OUT018,2736.7043200000003
FDV50,OUT035,1571.35458
FDT02,OUT049,423.31564
DRC49,OUT017,2524.7801799999997
FDF26,OUT049,2607.80544
FDV52,OUT035,2271.1103799999996
FDX59,OUT049,484.16976000000005
FDV25,OUT035,3468.61826
FDW23,OUT027,618.3950400000001
FDE53,OUT018,1407.36804
FDA19,OUT017,1944.0694199999998
FDH22,OUT046,879.1223199999998
NCO41,OUT013,2137.3511599999997
FDX12,OUT017,4366.3164
FDF17,OUT013,2489.7591
FDS11,OUT045,3397.9768800000006
FDR51,OUT035,2347.34448
FDT49,OUT010,1464.02762
FDC56,OUT013,1677.61626
FDR13,OUT027,2820.86144
FDQ60,OUT035,2443.0199399999997
FDN38,OUT049,4060.0484000000006
NCL29,OUT013,3075.8628400000002
FDO13,OUT027,4269.90856
FDE26,OUT018,2125.43334
FDA31,OUT010,1746.9260399999998
FDX14,OUT035,1462.5628599999998
FDA34,OUT045,3812.9700199999997
FDF26,OUT013,1979.5565599999998
FDE38,OUT045,2558.2699199999997
DRI11,OUT046,1258.49516
FDQ60,OUT027,2082.1563400000005
FDL21,OUT027,954.0913999999999
DRC12,OUT027,3637.1322400000004
FDC47,OUT046,3171.07224
FDE57,OUT045,2241.54886
FDT14,OUT045,1802.9863999999998
NCZ53,OUT046,3374.4075599999996
FDE28,OUT018,2696.1571
FDR19,OUT035,2655.4767199999997
NCF54,OUT019,2507.86886
FDZ08,OUT046,962.87996
NCJ05,OUT018,2351.00638
FDF59,OUT046,1400.57688
NCO05,OUT035,1697.05762
FDW24,OUT018,590.9640800000001
NCX42,OUT018,2488.82698
NCA53,OUT035,612.46942
FDI45,OUT019,2325.5728200000003
FDG46,OUT046,2014.9105399999996
FDM20,OUT010,2910.01206
FDW11,OUT010,461.13308000000006
FDX08,OUT035,2963.00974
NCK17,OUT035,772.86064
FDK32,OUT018,2048.40028
NCA42,OUT035,2472.58146
DRI01,OUT035,3581.2716200000004
NCL55,OUT049,3296.0429000000004
DRE25,OUT018,1335.9942800000001
FDD14,OUT017,3698.11952
FDB10,OUT046,2957.6833400000005
DRN11,OUT035,2332.8966200000004
FDP38,OUT018,598.0881400000001
NCA30,OUT017,2866.06926
FDT15,OUT017,3200.7669200000005
NCP55,OUT018,744.96362
FDF12,OUT035,1981.0213200000003
FDM21,OUT018,3880.01608
FDX56,OUT035,4511.86028
FDF10,OUT017,2486.0306200000005
FDT32,OUT045,3327.6684
FDM51,OUT018,1709.4415000000001
NCR50,OUT018,2059.9186200000004
FDI19,OUT049,3259.4239
FDX21,OUT017,1645.05864
FDR31,OUT035,2535.2998199999997
FDY02,OUT013,5184.9175000000005
NCA29,OUT045,2965.6063599999998
NCX17,OUT046,3284.85746
FDM12,OUT045,2280.6979
FDI53,OUT027,3977.02314
NCU30,OUT049,1917.2376799999997
FDC56,OUT027,2918.4011400000004
FDK27,OUT018,1727.6178400000001
NCK18,OUT017,2833.84454
FDB52,OUT019,2213.31894
DRG25,OUT027,4338.0199
FDZ13,OUT049,919.6695399999999
FDB57,OUT019,3700.7161400000005
FDR40,OUT046,1109.95518
NCO14,OUT019,263.65680000000003
NCN19,OUT045,3156.15832
FDQ28,OUT019,1233.46108
FDO13,OUT018,2385.7611399999996
FDK48,OUT013,1660.90468
FDU07,OUT018,2576.7791599999996
FDW20,OUT046,1499.18186
FDV12,OUT010,1029.85944
FDH24,OUT013,2460.5304800000004
FDV59,OUT049,2344.7478600000004
FDK57,OUT045,1539.1964400000002
FDL16,OUT027,1114.74894
NCQ17,OUT046,1325.9407
FDJ15,OUT018,3261.0884
FDX24,OUT049,1214.81868
FDT47,OUT046,1323.01118
FDT10,OUT049,595.5581000000001
FDZ37,OUT018,1430.67104
FDW43,OUT027,6134.414879999999
DRN36,OUT017,1435.86428
FDJ14,OUT045,1195.71022
FDA32,OUT013,2803.81696
FDJ38,OUT019,741.7677799999999
FDQ57,OUT017,2345.0141799999997
NCQ41,OUT019,348.67946
FDG56,OUT049,698.95684
DRC13,OUT027,3057.15386
FDV55,OUT035,2415.65556
FDQ49,OUT045,2240.1506799999997
FDE29,OUT010,743.76518
FDR03,OUT013,4094.0042000000003
FDD45,OUT049,1215.3513200000002
FDN38,OUT010,4060.0484000000006
FDT56,OUT046,714.2702400000001
FDT48,OUT045,3084.25192
FDU03,OUT049,2951.6245599999997
FDC56,OUT010,1139.5167
NCO43,OUT027,2565.6603000000005
FDQ27,OUT017,1735.0082200000002
FDR03,OUT046,3392.98338
DRH23,OUT010,708.6109400000001
FDG22,OUT045,595.891
NCJ42,OUT013,1565.6287
FDR24,OUT046,973.66592
FDW60,OUT035,2700.8177
FDJ08,OUT013,3624.21572
DRL59,OUT018,765.13736
FDG60,OUT010,3042.43968
FDW27,OUT017,2244.54496
FDX14,OUT018,1370.08324
FDC20,OUT013,1392.3209599999998
NCS29,OUT018,3172.73674
FDJ56,OUT046,1335.52822
FDB20,OUT019,607.60908
FDL28,OUT027,5767.026440000001
FDW01,OUT018,2150.80032
FDL03,OUT046,2275.5046599999996
FDX22,OUT049,3846.4597599999993
FDJ21,OUT035,2886.17642
FDR31,OUT045,2383.03136
FDG21,OUT035,2952.02404
FDS22,OUT027,1092.5112199999999
FDK08,OUT035,1566.9603000000002
FDE17,OUT018,2362.05866
NCN30,OUT017,1496.4520800000003
FDT50,OUT046,1187.2545599999999
NCX42,OUT049,1925.8264999999997
FDJ12,OUT035,4348.40638
NCA18,OUT027,2431.70134
FDP23,OUT019,2564.8613400000004
FDX12,OUT013,3939.4720199999997
FDN40,OUT018,2384.1632199999995
FDV48,OUT035,1278.4025800000002
NCY54,OUT013,3011.5465599999998
FDL16,OUT010,601.0842399999999
FDR45,OUT018,3744.52578
FDJ52,OUT046,2036.48246
DRG01,OUT017,1148.5049999999999
FDP52,OUT013,3755.5780600000007
FDU58,OUT017,3148.0355600000003
FDL02,OUT045,1611.36916
FDG28,OUT013,4858.27602
FDA19,OUT035,2094.54022
FDW46,OUT027,1388.9253800000001
NCD43,OUT049,2344.01548
DRG39,OUT013,1081.9249999999997
NCF55,OUT049,599.68606
FDJ07,OUT046,1912.7768200000003
FDE08,OUT046,2110.5860000000002
FDP56,OUT019,127.03464
FDT45,OUT045,965.6097399999999
FDF17,OUT018,3729.01264
FDX44,OUT046,1240.45198
FDM28,OUT027,4121.967799999999
FDI36,OUT049,2347.8771199999996
FDS07,OUT045,2055.6575000000003
FDD36,OUT045,1606.0427599999998
FDW11,OUT046,651.28556
FDN40,OUT049,2068.17454
NCQ18,OUT049,1509.23544
NCQ54,OUT017,3190.97966
NCS42,OUT045,1743.86336
DRH39,OUT010,807.6153999999999
FDC09,OUT027,2390.0888400000003
FDT08,OUT010,2640.9622799999997
FDC08,OUT035,4223.6354599999995
FDT20,OUT017,688.5703599999999
FDS35,OUT035,1085.7866399999998
FDX58,OUT018,3598.44926
FDW58,OUT046,1375.8757
DRD27,OUT046,1409.36544
FDH32,OUT019,1079.39496
FDS26,OUT035,5054.620440000001
FDQ31,OUT046,1117.14582
FDP11,OUT018,2785.9735200000005
FDD58,OUT017,1475.4128
FDM33,OUT045,2898.02766
FDZ16,OUT049,2405.0027600000003
NCS29,OUT010,2974.7944
NCM18,OUT019,972.66722
FDP11,OUT049,2079.75946
NCC42,OUT017,2300.13926
DRM23,OUT046,2318.44876
NCN55,OUT027,5044.100799999999
FDK46,OUT013,4449.8743
FDR01,OUT046,2939.2406800000003
NCA05,OUT045,2331.76476
NCP43,OUT017,3215.94716
FDR12,OUT010,2185.02244
FDQ01,OUT013,4714.13032
FDM13,OUT046,1885.47902
FDQ19,OUT017,4607.73548
FDK56,OUT019,1520.6872
NCX06,OUT010,2540.42648
FDO56,OUT027,2690.1648999999998
FDU45,OUT045,1793.19914
FDI16,OUT019,260.12806
FDL32,OUT046,1843.9996800000001
FDA07,OUT046,1604.8443200000002
FDA14,OUT045,2513.7279000000003
FDV46,OUT027,3195.97316
NCO07,OUT035,3221.27356
NCP41,OUT046,1309.09596
FDY60,OUT018,2342.35098
FDN38,OUT017,4553.47278
FDO15,OUT046,979.99102
FDT60,OUT013,1976.0944
FDA55,OUT035,3987.3430399999997
FDE02,OUT010,939.84328
DRJ39,OUT049,3168.6753599999997
FDV34,OUT035,1342.4525399999998
FDS20,OUT027,5496.844800000001
FDF02,OUT027,2883.4466399999997
FDW40,OUT017,2578.44366
NCB43,OUT046,1917.8369000000002
FDR58,OUT017,1468.28874
DRJ59,OUT035,708.7441
NCD30,OUT017,1636.8692999999998
FDE14,OUT017,1378.206
FDC28,OUT018,1262.8894400000001
FDU16,OUT018,1191.71542
NCD19,OUT035,702.419
FDU21,OUT046,635.57268
FDV59,OUT027,4723.98416
FDU03,OUT045,2919.26668
FDC33,OUT010,2568.25692
NCR42,OUT035,426.7778
DRH59,OUT035,1631.40974
NCM31,OUT035,2464.5252800000003
FDS50,OUT035,3172.27068
FDP39,OUT046,868.1366199999999
FDQ55,OUT013,2837.8393400000004
FDV36,OUT019,1292.71728
FDI05,OUT027,1866.2374
FDS45,OUT027,2705.67804
FDA39,OUT045,595.09204
FDC37,OUT010,1708.4428
FDJ60,OUT027,4441.418640000001
DRQ35,OUT046,1414.825
NCJ06,OUT046,2324.6407
NCY42,OUT018,2667.1948
DRM37,OUT049,2567.72428
FDR14,OUT045,953.0261200000001
FDE51,OUT049,591.2304
FDT33,OUT017,2194.4102199999998
FDR08,OUT013,1493.8554600000002
FDE36,OUT010,3011.14708
FDL22,OUT019,1248.9742199999998
FDR44,OUT013,2843.36548
FDI56,OUT019,818.86742
FDE47,OUT010,1306.2995999999998
FDV27,OUT010,1120.3416599999998
FDV10,OUT049,817.80214
FDC40,OUT045,1331.66658
NCX41,OUT013,3179.0618400000003
NCQ38,OUT027,2693.9599599999997
FDV12,OUT027,2915.8045200000006
FDE52,OUT017,1332.5987000000002
FDG20,OUT027,4842.96262
FDV16,OUT027,787.9743
FDI32,OUT017,1976.36072
FDJ32,OUT049,713.1383800000001
FDN39,OUT018,2288.0217000000002
FDY34,OUT017,1959.7823
FDC14,OUT035,736.3748
FDA55,OUT017,4028.7558
FDZ50,OUT010,2522.58304
DRG13,OUT049,1491.92464
FDP01,OUT013,2234.4248000000002
NCG54,OUT017,2735.8387799999996
FDM13,OUT045,2221.7745999999997
NCO18,OUT027,4494.749220000001
NCW41,OUT013,2622.4530399999994
FDM52,OUT027,4023.7623
NCF55,OUT035,408.93436
FDT09,OUT046,1380.7360400000002
NCM19,OUT035,1528.80996
FDW12,OUT018,2370.1148399999997
FDP15,OUT019,2231.3621200000002
FDK36,OUT045,724.2572400000001
FDZ25,OUT035,3003.29064
NCW06,OUT049,2674.71834
FDW60,OUT046,2759.20836
DRC49,OUT013,2875.6567800000003
NCT17,OUT035,2828.4515600000004
NCN06,OUT018,2713.5344799999993
FDC45,OUT013,2955.8190999999997
DRJ47,OUT019,2658.27308
NCF06,OUT045,4116.57482
FDE21,OUT010,1741.3999
DRG27,OUT013,596.7565400000001
FDW40,OUT049,2260.99022
NCO53,OUT046,2724.05412
FDE23,OUT049,734.64372
FDQ16,OUT046,1670.8251
FDS26,OUT045,3745.125
FDZ13,OUT010,623.98776
FDS14,OUT049,1810.50994
FDC10,OUT045,1676.35124
FDY16,OUT049,2989.3754199999994
FDJ20,OUT035,1937.5445800000002
FDV43,OUT035,768.6661
FDZ32,OUT027,2630.1763199999996
FDR23,OUT046,2686.5029999999997
FDN24,OUT035,878.9891600000001
FDE34,OUT027,6387.9515200000005
FDU31,OUT013,2320.91222
FDW33,OUT018,1497.18446
FDU26,OUT046,1570.4224600000002
FDE20,OUT027,3957.1823000000004
NCW05,OUT035,1578.14574
FDB22,OUT018,2362.39156
FDO56,OUT046,1988.87776
FDA19,OUT027,3148.5682
DRI39,OUT045,950.0966000000001
FDH52,OUT018,698.95684
FDZ50,OUT035,3721.4891
NCN42,OUT035,1997.4
FDB53,OUT013,2996.49948
DRG11,OUT017,1518.62322
DRK11,OUT027,3886.8072400000005
FDQ60,OUT017,2469.0527199999997
FDT36,OUT017,498.6842
DRG25,OUT018,2802.1524600000002
DRJ23,OUT046,3169.34116
FDG05,OUT035,2321.51144
NCK06,OUT018,1823.3598800000004
FDU52,OUT017,2521.58434
FDW07,OUT018,1453.30824
NCM17,OUT045,648.55578
FDA22,OUT045,3317.947719999999
NCA41,OUT018,2667.46112
FDF38,OUT035,632.70974
FDH52,OUT046,768.86584
FDY58,OUT019,2724.9196600000005
FDZ16,OUT045,3462.42632
NCM18,OUT017,1119.74244
FDA22,OUT018,2241.4822799999997
NCJ43,OUT035,2646.555
FDI34,OUT027,5884.140660000001
FDG56,OUT046,629.7136399999999
FDS34,OUT046,1741.2001599999999
DRC01,OUT035,915.5415800000001
FDQ04,OUT035,681.37972
FDK04,OUT035,876.0596400000001
FDT51,OUT049,987.58114
FDV26,OUT017,3236.05432
FDS04,OUT049,1440.72462
FDW43,OUT018,4380.36478
FDQ28,OUT010,2812.80526
NCK06,OUT017,2260.52416
FDS23,OUT018,2099.6003
FDZ36,OUT019,1808.4459599999998
FDE56,OUT018,894.8352000000001
FDW10,OUT027,4065.24164
NCN14,OUT045,2463.39342
NCQ18,OUT045,1453.7743
FDW08,OUT017,1607.2412000000002
FDU43,OUT035,3240.18228
FDR33,OUT010,1161.02204
FDM24,OUT010,1569.7566600000002
NCZ05,OUT046,1585.07006
NCV41,OUT035,1538.86354
FDV11,OUT018,2405.13592
NCY05,OUT035,695.8275799999999
FDV44,OUT018,2098.7347600000003
FDW32,OUT049,994.6386200000001
NCU18,OUT027,3786.7375000000006
NCC43,OUT035,4673.916
FDW19,OUT013,1987.4795799999997
FDN31,OUT035,2898.4271400000002
FDI48,OUT045,803.82034
FDS24,OUT017,1420.0182399999999
FDF46,OUT049,1558.57122
DRG23,OUT017,2571.45276
FDG14,OUT018,2420.24958
NCY30,OUT049,2563.26342
FDO28,OUT018,2022.2343399999997
DRD24,OUT035,2153.5301
FDI33,OUT049,1693.7286200000003
FDN32,OUT046,2749.0216200000004
FDR16,OUT045,3819.827760000001
FDF26,OUT046,2171.8396000000002
NCN29,OUT018,579.4457399999999
FDE20,OUT045,2417.1203199999995
FDA46,OUT046,2863.47264
FDU28,OUT045,3294.31182
FDQ48,OUT045,1724.95464
FDV36,OUT013,2679.9781599999997
FDR14,OUT018,747.16076
FDP23,OUT017,4357.9938999999995
FDP56,OUT013,743.6320199999999
FDK48,OUT010,1155.0298400000001
FDR48,OUT046,2534.96692
NCY29,OUT049,807.68198
FDM22,OUT018,772.79406
DRJ01,OUT013,3011.61314
FDZ43,OUT045,4003.05592
FDV03,OUT035,2604.2101199999997
FDX11,OUT027,4985.71014
NCA41,OUT027,4653.143040000001
FDE38,OUT017,2535.0335
FDI27,OUT018,754.5511399999999
FDN32,OUT013,3179.66106
NCN43,OUT017,1678.1489000000001
FDB47,OUT027,3597.317400000001
FDV03,OUT017,2362.05866
NCN30,OUT045,1305.10116
NCV54,OUT010,1238.32142
FDV07,OUT013,2230.89606
FDP07,OUT049,2200.60216
FDK48,OUT018,1308.49674
FDM15,OUT019,982.45448
FDY19,OUT027,3019.9356400000006
FDK46,OUT046,3235.05562
FDY11,OUT045,999.4989600000001
FDH09,OUT046,680.9136599999999
FDO08,OUT027,3365.75216
FDU14,OUT013,4667.058260000001
FDD22,OUT027,3499.31164
FDM27,OUT017,2516.0582000000004
FDL02,OUT027,2356.1330399999997
NCA17,OUT035,2436.1621999999998
FDE38,OUT019,1126.00096
NCG07,OUT049,3653.3777600000003
DRC27,OUT013,5342.3792
FDA27,OUT035,3282.9932200000003
FDW40,OUT045,2171.8396
DRI11,OUT013,2073.5009400000004
FDN50,OUT046,1284.4613599999998
FDR12,OUT046,2391.02096
FDT34,OUT027,2484.36612
FDW11,OUT035,1027.0630800000001
NCO30,OUT027,4969.464620000001
FDZ34,OUT017,3258.22546
FDU45,OUT017,1801.9211200000002
NCD42,OUT035,553.6126999999999
FDX25,OUT045,3378.73526
NCR29,OUT046,777.52124
FDX43,OUT019,1419.28586
FDB04,OUT010,893.96966
FDR49,OUT027,1115.94738
FDS39,OUT018,2211.0552199999997
FDW58,OUT045,1717.6308400000003
FDG22,OUT019,271.24692
FDG31,OUT017,1281.39868
NCV53,OUT027,6262.24848
DRJ37,OUT035,2624.11754
FDV07,OUT035,1505.2406400000002
FDW52,OUT018,2075.1654399999998
FDT15,OUT045,2980.9197599999998
FDD02,OUT018,1925.6933399999998
FDM16,OUT035,1508.037
NCE55,OUT046,2464.65844
FDB57,OUT018,3379.46764
FDQ04,OUT013,681.64604
FDQ47,OUT019,337.62718000000007
FDY14,OUT019,3116.67638
DRK37,OUT017,3226.0673199999997
FDO25,OUT017,4167.708259999999
FDL57,OUT046,3937.2083000000007
NCK29,OUT018,1596.52182
FDK46,OUT027,4396.14424
NCB43,OUT010,2579.57552
DRE01,OUT027,5031.4506
FDC46,OUT018,2894.36576
FDQ23,OUT045,1671.4909
FDX38,OUT049,770.9964
FDG60,OUT018,4325.30312
FDW55,OUT017,3029.58974
FDP39,OUT013,815.9379
FDB20,OUT018,1286.52534
FDV21,OUT017,1726.68572
FDZ02,OUT013,1420.1514000000002
FDP19,OUT027,3483.39902
FDA38,OUT035,4484.56248
FDH22,OUT045,2027.0946800000002
DRM11,OUT045,3434.7290399999997
FDO12,OUT027,5126.12736
FDT14,OUT049,1545.9876
FDW34,OUT010,2482.7681999999995
FDG04,OUT027,4958.345760000001
FDW59,OUT018,1304.43536
FDR33,OUT018,1615.63028
FDP32,OUT013,1830.2176200000001
FDL13,OUT027,3807.77678
FDD22,OUT013,2591.2270200000003
FDV40,OUT027,1241.65042
NCD55,OUT046,754.0184999999999
FDQ20,OUT010,600.5516
FDD28,OUT045,751.8213599999999
FDC39,OUT045,3293.046800000001
NCR17,OUT049,1930.8199999999997
DRO35,OUT018,1820.16404
FDF40,OUT049,3723.95256
FDR31,OUT018,2253.4001
NCQ41,OUT017,2733.30874
FDP38,OUT046,634.10792
NCU54,OUT027,5601.90804
FDG22,OUT018,530.1765399999999
DRK59,OUT013,4371.77596
FDC37,OUT046,1890.2062
NCO42,OUT013,2871.86172
NCT42,OUT017,2338.2896
FDX27,OUT035,1426.07702
FDV40,OUT018,1392.9867600000002
FDT45,OUT027,1496.65182
FDS47,OUT019,422.58326
FDR45,OUT035,4555.603340000001
FDB03,OUT045,4322.10728
FDO49,OUT035,723.3251200000001
FDU60,OUT027,3768.0950999999995
FDB26,OUT018,745.62942
FDB46,OUT017,2620.12274
FDQ37,OUT019,2240.4170000000004
FDN03,OUT017,4609.79946
NCX30,OUT045,3846.1268599999994
FDK32,OUT019,288.35798
DRM47,OUT013,2488.0946000000004
NCO02,OUT046,862.211
FDP04,OUT013,1129.2633799999999
NCO43,OUT049,1994.4038999999998
FDD59,OUT013,1252.9024400000003
FDQ10,OUT017,3174.13492
FDW45,OUT035,3031.0545
NCK30,OUT049,3840.0015
FDU31,OUT018,3564.29372
NCQ17,OUT019,310.19622
FDN01,OUT017,2712.1363
FDZ19,OUT049,2591.4267600000003
DRG37,OUT017,2624.2506999999996
FDE32,OUT045,540.2301199999999
FDO34,OUT049,1829.6184
FDM04,OUT019,486.63322
FDZ25,OUT049,2842.10046
FDU08,OUT049,1151.3679399999999
NCW30,OUT045,3869.09696
NCM18,OUT013,1352.10664
FDS22,OUT035,795.5644199999999
NCH18,OUT017,3299.7713799999997
FDC23,OUT013,2955.0201399999996
FDY46,OUT013,3909.6441800000002
NCU06,OUT046,2535.49956
FDX57,OUT045,1722.6909199999998
FDX36,OUT027,3564.4934600000006
FDL16,OUT045,696.49338
FDT16,OUT010,3114.07976
FDN16,OUT018,1092.8441200000002
FDC03,OUT046,3076.3289
DRF60,OUT013,4310.12288
FDS27,OUT027,4858.94182
FDP33,OUT010,3627.4115599999996
FDJ36,OUT018,1518.024
NCR42,OUT013,596.62338
FDV14,OUT017,1400.9763599999999
NCP42,OUT035,3533.53376
FDB50,OUT027,2375.04176
NCC30,OUT027,4831.44428
FDA23,OUT018,1964.9755400000001
FDW16,OUT017,969.4048
FDQ52,OUT010,2872.2612
FDB58,OUT049,2402.5393
NCP29,OUT049,763.5394400000001
NCM05,OUT045,3790.9320400000006
FDO25,OUT013,3740.1980800000006
NCM54,OUT046,2619.7898400000004
NCL54,OUT046,2993.8362800000004
FDL39,OUT010,1473.01592
FDF53,OUT018,2415.78872
NCQ42,OUT035,1862.1094399999997
FDF58,OUT013,1046.6376000000002
FDZ04,OUT035,1070.1403400000002
FDE26,OUT019,680.38102
FDS60,OUT017,2381.96608
FDV58,OUT017,2287.08958
FDM04,OUT045,1030.2589199999998
FDE08,OUT035,3034.78298
NCB43,OUT049,2737.37012
FDU11,OUT010,1899.6605599999998
FDF22,OUT019,2584.0363800000005
FDE24,OUT013,2431.3684399999997
DRJ49,OUT046,1433.73372
NCQ53,OUT035,2903.28748
NCL41,OUT013,837.0437600000001
FDR22,OUT013,2607.00648
FDH04,OUT035,1451.1111
DRH15,OUT045,511.80046000000004
FDY40,OUT049,570.39086
NCI17,OUT035,1792.40018
NCC18,OUT013,2490.89096
FDY28,OUT027,5122.9981
FDB45,OUT027,2347.07816
NCL30,OUT018,2114.4476399999994
FDM10,OUT017,3430.6010799999995
FDH22,OUT027,2586.69958
NCZ53,OUT017,2811.73998
NCI18,OUT013,4969.79752
FDH14,OUT027,3707.174400000001
FDR36,OUT027,976.6620199999998
FDW01,OUT045,2677.7144399999997
FDK02,OUT027,2137.3511599999997
FDJ02,OUT018,2405.66856
FDU55,OUT013,5787.1336
NCV18,OUT027,1819.6979800000001
FDH14,OUT018,1934.8148
FDZ37,OUT045,1248.90764
FDX49,OUT049,4465.38744
NCD43,OUT046,1851.9227000000003
FDZ07,OUT013,1482.33712
FDK43,OUT035,2219.9103600000003
FDR32,OUT018,2877.98708
FDT39,OUT013,2084.68638
NCV54,OUT017,1835.74376
FDF38,OUT018,391.02434
FDV60,OUT046,2874.3917599999995
FDH44,OUT027,4148.46664
FDS21,OUT046,528.5120399999998
NCL41,OUT045,590.8975
FDM46,OUT017,1415.62396
FDU27,OUT045,758.3462
NCJ54,OUT017,3240.4485999999997
DRG51,OUT018,2719.1272
NCA29,OUT019,2494.28654
FDR47,OUT045,3338.72068
NCL19,OUT027,3428.2707800000003
DRG01,OUT049,1215.21816
FDG10,OUT046,743.16596
NCV05,OUT049,1951.2600599999998
NCH18,OUT019,3609.23522
FDV14,OUT018,1509.50176
DRJ23,OUT035,3124.0667599999997
DRJ11,OUT046,3060.2165400000004
FDZ03,OUT017,3523.4136000000008
FDI27,OUT010,519.9898000000001
FDJ14,OUT018,1240.51856
FDU32,OUT017,2235.68982
FDD47,OUT027,3854.24962
DRF36,OUT035,2944.36734
FDM21,OUT046,3600.5798200000004
FDV10,OUT018,586.0371600000001
FDH60,OUT018,2662.1347199999996
FDX47,OUT010,1867.1029399999995
FDT19,OUT019,2124.70096
FDO11,OUT045,5010.74422
FDH24,OUT027,3598.58242
FDL02,OUT018,1275.007
FDB02,OUT049,2004.9235399999998
FDA43,OUT046,3066.27532
FDG52,OUT045,743.49886
DRC12,OUT013,3646.65318
FDY37,OUT018,1850.7908400000001
NCU18,OUT045,2119.17482
FDU09,OUT035,694.22966
DRJ25,OUT027,889.70854
DRE12,OUT018,1770.6285199999998
DRL47,OUT017,1970.7014199999999
DRK01,OUT046,1251.97032
FDC22,OUT019,1583.20582
FDG44,OUT013,739.5706400000001
FDW04,OUT035,1857.6485799999998
FDK09,OUT049,3618.8893199999998
NCN43,OUT035,1712.03812
FDG04,OUT049,2738.70172
FDH32,OUT010,1411.02994
DRI47,OUT017,2409.33046
DRE15,OUT013,1093.8428200000003
FDY11,OUT035,1010.61782
FDO60,OUT049,378.44071999999994
FDQ20,OUT018,514.92972
FDO57,OUT027,3135.2522000000004
FDT14,OUT019,601.81662
FDA57,OUT049,597.82182
DRN35,OUT017,455.00771999999995
FDJ03,OUT046,807.3490800000001
FDX28,OUT017,1778.2186400000003
DRE25,OUT045,1553.9771999999998
FDR09,OUT046,4303.6646200000005
FDB23,OUT035,4948.625080000001
FDO08,OUT045,3269.81038
FDQ23,OUT049,1429.4060200000001
FDW04,OUT013,2647.82002
DRK13,OUT010,2038.9459199999997
NCL17,OUT027,3734.871680000001
FDY21,OUT035,3478.4055200000003
FDJ38,OUT027,4617.789060000001
FDA37,OUT019,928.25836
FDV43,OUT013,768.73268
FDL36,OUT046,853.82192
FDD53,OUT045,702.2192600000001
FDZ19,OUT010,1822.2946000000004
FDV21,OUT045,2145.6736599999995
NCL54,OUT018,2949.7603200000003
DRI47,OUT027,4542.02102
DRG03,OUT049,2389.15672
FDG21,OUT013,3015.60794
FDW03,OUT018,1491.0591
NCI55,OUT046,2936.44432
DRC36,OUT019,2208.1256999999996
FDH22,OUT017,2046.3362999999997
FDV20,OUT045,1675.01964
NCU41,OUT027,4916.600100000001
FDN46,OUT027,2165.8473999999997
FDK50,OUT045,2417.1203199999995
NCA05,OUT027,4297.073200000001
DRH01,OUT018,2962.74342
FDT08,OUT018,2427.63996
FDM08,OUT018,3959.3128599999995
FDZ07,OUT035,1093.70966
FDS22,OUT017,774.1256599999999
